meeting,block_id,votes,of,models_voting_yes,speaker,start,text_snippet
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",68,1,5,gemma-4-4b,SPEAKER_05,3391.8,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you 
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",78,1,5,phi-4,SPEAKER_07,3784.5,there's no stack of papers i mean again and i don't and i don't mean to simplify but this was a decision that was made by a person in their job in their official capacity this is what his profession is as a zoning officer yes there were alternatives absolutely so he could have chosen to use this at 
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",79,1,5,phi-4,SPEAKER_05,3865.31,the chain of evidence so i think whether we like it or not there is an interpretation factor to any rule of law so clearly that you know we all may not like the decision that occurred with this data center but i think what we should stop at this point i don't believe there's anything we can do to it
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",80,1,5,phi-4,SPEAKER_00,3958.32,really need to place our energy and our effort okay mr chair would it be appropriate to make a motion to cancel the public hearing portion of the october 1st meeting because right now it is scheduled and i think with all that would have to take place between now and that meeting we should probably j
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",81,1,5,phi-4,SPEAKER_05,3992.67,reporter and all of this are we able to add um an exception to that that the dates with it that are noted within this memo will be clearly communicated to the public so their opportunity to participate is easy enough for everybody to understand like i want everybody who was here two weeks ago to kno
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",83,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_13,4075.6,can this memo be made public or is that not do we have a motion on the floor okay mr chair i would
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",85,1,5,gemma-4-4b,SPEAKER_02,4131.46,very briefly just to clarify I think some of my earlier comments and questions that my only purpose really to suggest some of the things we talked about was really in the interest of public education I certainly did not want to give the impression that was in any way trying to undermine the credibil
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",89,1,5,phi-4,SPEAKER_09,4257.86,so like so do you mind if i i don't want i don't want to get away from my head um i appreciate
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",90,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_08,4266.95,what you said ms sufert about you know essentially community cooperation what we can do with more foresight um i there's two points to make and what i have to say i agree with you but i think the thing holding us back the most and i've said this for more than a year now is our lack of updates to the
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",91,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_12,4378.31,understand the background information to that decision i want to echo commissioner dastra and maybe request like can we just have a standing agenda item where it's an update on where we're at with updating the zoning code because i feel like we go kind of months without hearing and i think it's real
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",92,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_05,4438.85,is there a goal that the city has in order to get some of this um you know work underway from
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",93,2,5,gemma-4-4b;ministral-8b,SPEAKER_04,4444.37,a timeline perspective and remind me when your proposals are due and when is the decision being
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",94,1,5,phi-4,SPEAKER_05,4459.8,made and then following the awarding of that project will it kick off immediately or is that pending the schedules that the consultants have do you think the speed of the like ability of the consultant to get to work would influence that decision at all or is that decision solely going to be made ba
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_exclusive",100,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_06,4753.34,information any public comment Taylor Taylor Taylor yep so that memo that you received I while we were sitting here I was trying to look online to see if it was made public made available to the public and I can't find it so where would I be able to see that or is it not actually available to the pu
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",7,1,5,phi-4,SPEAKER_01,1088.54,great which is number two please i apologize did you state your name yes terry dealo with integrated consulting thank you yes of course um so what you're looking at on the existing conditions plan is this is the site as it exists today there is we're at the intersection of manheim pike and dillervil
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",8,2,5,gemma-4-4b;ministral-8b,SPEAKER_02,1281.57,hi just a couple questions how old is the existing store that's on the site and i was wondering if you possible just to briefly summarize um how the current the new store differs from the current one is it going to be like a larger store does it have more pumps
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",13,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_09,1410.81,with where it is now great i do got some uh kerosene is still going to be an option at this store after the remodel is done no more kerosene losing a diesel pump fun fact i trained in this store uh it's a fun time uh just my only thing is keep the ice the same i don't like that nugget ice
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",18,1,5,qwen3.5-9b-q8,SPEAKER_05,1593.08,those were the requirements that we're asking where we thought and again this city satisfied
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",19,2,5,phi-4;qwen3.5-9b-q8,SPEAKER_07,1599.42,with where this is proceeding yes again um the they were at the shade i will i will speak for terry and say that they actually went to the shade tree commission twice and so they went through once and then they had to go back so um they have they've done their their best to really um to try to meet 
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",20,1,5,qwen3.5-9b-q8,SPEAKER_05,1630.14,the required trees on the actual property or are there we do have a fee
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",22,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_11,1656.28,question you did give a timeline the project okay completion maybe okay thank
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",30,1,5,ministral-8b,SPEAKER_11,1814.88,appreciate that number four staff report to planning commission um so i was just going to give
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",34,1,5,phi-4,SPEAKER_09,2047.47,it were to come to be that mosaic never builds on the site um i'm not entirely sure they still own
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",50,1,5,phi-4,SPEAKER_05,2423.43,and if i'm understanding the conditional approval would that give them approval to then finalize their plans and go into development
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",54,1,5,ministral-8b,SPEAKER_11,2542.9,a public hearing a data center pretty much the same so um today uh we received a memo from chris
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",63,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_07,2850.64,we would also have a lot more information ourselves because again as Betsy noted it the the person who's appealing the decision that was made by the zoning officer that's happening September 22nd so that will have happened at that point and um there will have been also opportunities through city cou
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",64,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_12,2955.75,that's something yeah i just wanted to uh kind of support uh what um porter was saying you know i think the idea was to get information about how this decision was made i think it's disappointing to me that the administration has chosen not uh to engage with that us on that i agree you know with thi
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",65,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,3091.54,you know we need to find other ways to get at that information i'm also gonna agree with mr
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",66,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_08,3098.26,stolzbus and mr stevens over here um i'm open to the idea of not having a public hearing if we're not going to get the participation of the administration which i also think is a disappointment uh disservice to the residents of the city of lancaster who want transparency i feel like what we were doi
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",67,3,5,gemma-4-4b;phi-4;qwen3.5-9b-q6,SPEAKER_13,3230.02,as well um agreed i don't think we need a public hearing but and especially because i think the public may be confused about our role but i do think we should keep it as an agenda item possibly on that october first meeting for having it um still just to allow for it to be part of the conversation a
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",68,3,5,gemma-4-4b;phi-4;qwen3.5-9b-q6,SPEAKER_02,3260.53,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",70,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_05,3391.8,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you 
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",86,1,5,ministral-8b,SPEAKER_13,4075.6,can this memo be made public or is that not do we have a motion on the floor okay mr chair i would
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",92,1,5,phi-4,SPEAKER_09,4257.86,so like so do you mind if i i don't want i don't want to get away from my head um i appreciate
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",93,3,5,gemma-4-4b;phi-4;qwen3.5-9b-q8,SPEAKER_08,4266.95,what you said ms sufert about you know essentially community cooperation what we can do with more foresight um i there's two points to make and what i have to say i agree with you but i think the thing holding us back the most and i've said this for more than a year now is our lack of updates to the
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",94,2,5,phi-4;qwen3.5-9b-q8,SPEAKER_12,4378.31,understand the background information to that decision i want to echo commissioner dastra and maybe request like can we just have a standing agenda item where it's an update on where we're at with updating the zoning code because i feel like we go kind of months without hearing and i think it's real
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",95,1,5,qwen3.5-9b-q8,SPEAKER_05,4438.85,is there a goal that the city has in order to get some of this um you know work underway from
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",96,2,5,gemma-4-4b;ministral-8b,SPEAKER_04,4444.37,a timeline perspective and remind me when your proposals are due and when is the decision being
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",97,1,5,phi-4,SPEAKER_05,4459.8,made and then following the awarding of that project will it kick off immediately or is that pending the schedules that the consultants have do you think the speed of the like ability of the consultant to get to work would influence that decision at all or is that decision solely going to be made ba
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",103,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_06,4753.34,information any public comment Taylor Taylor Taylor yep so that memo that you received I while we were sitting here I was trying to look online to see if it was made public made available to the public and I can't find it so where would I be able to see that or is it not actually available to the pu
"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",104,1,5,qwen3.5-9b-q6,SPEAKER_13,4794.02,on it it's not been made public yet we received it this evening any other
Planning Commission [vqNOsyBYp08],9,2,5,gemma-4-4b;ministral-8b,SPEAKER_03,812.46,sure this is all on the first level correct all first level yeah so these will all be ada accessible apartments you're going to be using the ramp that currently services 30 north correct yes and then is are you going to make them one parcel or is it i'm sorry say that again 30 and 32 34 one
Planning Commission [vqNOsyBYp08],12,1,5,phi-4,SPEAKER_04,877.82,the apartment sure yeah now that makes sense yeah i would also suggest um contacting uh the engineer
Planning Commission [vqNOsyBYp08],13,2,5,gemma-4-4b;phi-4,SPEAKER_09,886.34,for separate addresses for the apartments sure uh i'm gonna add of what mr whalen had said about like just windows i i know you said you're evaluating i hope in your evaluation you can can determine I understand especially the middle apartments it could be a challenge maybe to find light because the
Planning Commission [vqNOsyBYp08],15,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_09,947.6,were doing the only real question I have is you answered the question slash concern I had at the last meeting which is the commercial space because it's on the water street with the bike lane correct on the note of bike lanes do you have any uh bike parking at your facilities around here
Planning Commission [vqNOsyBYp08],16,2,5,phi-4;qwen3.5-9b-q6,SPEAKER_00,965.27,so there is um at 210 west grand street we have a built-in um bike parking and that at 30 north water street we had like a bike rack you know set up so i mean it's kind of not bolted down but i mean it's available for bike parking. And I had spoken to Jamil about that so. I'm just curious about the 
Planning Commission [vqNOsyBYp08],17,2,5,phi-4;qwen3.5-9b-q6,SPEAKER_08,1024.39,yeah i mean i think this is a great project especially at that size yeah i mean the ability
Planning Commission [vqNOsyBYp08],18,1,5,phi-4,SPEAKER_00,1030.87,to be able to get ada units i mean it's just nothing that's usually on a developer's mind you know unfortunately so you know we like to be able to to do that where we can for sure
Planning Commission [vqNOsyBYp08],22,2,5,gemma-4-4b;phi-4,SPEAKER_09,1179.17,just reading the text of our agenda um i saw it was a conversion but then i also saw like a demolition so i'm just a little confused on if we're converting a building or if we're tearing
Planning Commission [vqNOsyBYp08],25,1,5,gemma-4-4b,SPEAKER_09,1280.24,well i appreciate that because i was a little confused at first it read to me like we were um waving any plan process and you know if it was a conversion of a building that was existing i think i'd be amenable to that but because it's a tear down and rebuild it i'm like let me say it
Planning Commission [vqNOsyBYp08],27,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_05,1319.31,it had been the plan had been before the historic board and we also went through zoning to extend uh to uh into the rear yard setback we needed a little bit more space there for the plan to work so they um yeah we made that request of the zoning hearing board which they approved
Planning Commission [vqNOsyBYp08],31,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_07,1644.36,add real quick that the pedestrian bridge over the tracks looks like that that construction
Planning Commission [vqNOsyBYp08],33,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_09,1669.56,um yeah we got a lot of time so i'll figure i'll just kind of informally be like let's talk a little bit about the comp plan stuff um i was curious if it would be possible to get me a gis file of our existing zoning map um because i'd like to work up just some general conceptual like just totally th
Planning Commission [vqNOsyBYp08],34,1,5,phi-4,SPEAKER_01,1725.87,guys feel is appropriate because i'd like to see a reduction so i can work on getting you the gis file um i would maybe caution you not to go outside of the realms of a committee when we go through the zoning process because all of that would be explored in the committee portion of it um obviously h
Planning Commission [vqNOsyBYp08],35,1,5,phi-4,SPEAKER_09,1792.88,so thank you um no i'm just one person on the body but i i am definitely the type of person who likes to throw ideas out there for just general consumption uh and i love making maps
Planning Commission [vqNOsyBYp08],37,1,5,ministral-8b,SPEAKER_08,1809.57,anything like personal data or anything like that on it so yes I'm curious are there pieces that Planning Commission can help with could that be part of the presentation like if there are things that you want us to start working on when we have time or is this do you see this as mostly just like you
Planning Commission [vqNOsyBYp08],39,1,5,gemma-4-4b,SPEAKER_02,1891.85,i would definitely say with the staff blessing as well as with our chair's blessing um i think it'd be a great idea to float or perhaps muster ahead of time any subcommittee interest or steering committee interest in that because when you're ready to pull someone like tony or whoever else would be i
Planning Commission [vqNOsyBYp08],42,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_01,1986.81,yeah i would say um i would want to run that by our solicitor just because in the past i've had comment from other solicitors that you don't want zoning hearing board involved in the actual zoning process because i mean obviously they can provide feedback and they're residents so they could be invol
Press Conference - Data Center Community Benefits Agreement [WHN2o2S6X-Q],4,2,5,gemma-4-4b;phi-4,UNKNOWN,940.54,"Thank you, Mayor, and good afternoon. I'm Ezra Rothman, president of EDC Lancaster County, the lead economic development entity serving our community."
Press Conference - Data Center Community Benefits Agreement [WHN2o2S6X-Q],9,3,5,gemma-4-4b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_00,987.74,2 million square feet of industrial use and parking for over 1300 vehicles like many legacy manufacturing locations these facilities operated 24 7 with heavy truck and employee traffic production noise significant water usage and emissions the previous use was born in an era
Press Conference - Data Center Community Benefits Agreement [WHN2o2S6X-Q],10,3,5,gemma-4-4b;qwen3.5-9b-q6;qwen3.5-9b-q8,UNKNOWN,1009.02,when there was much less awareness of community needs and environmental protections since then industrial uses have continued to evolve over time to be more productive and responsive to community
Press Conference - Data Center Community Benefits Agreement [WHN2o2S6X-Q],11,3,5,gemma-4-4b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_00,1021.5,needs now before the recent interest in data centers the strongest market demand for sites like this was for distribution warehouses and that is not the highest and best use for a city like lancaster by contrast high-tech investment and innovation belong in cities through this cba we can secure a fu
Press Conference - Data Center Community Benefits Agreement [WHN2o2S6X-Q],12,1,5,gemma-4-4b,UNKNOWN,1050.96,"investing in the foundation of an AI hub in Lancaster. The construction of this project alone will bring more technical, skilled, and diverse employment opportunities than a typical warehouse or industrial development."
Press Conference - Data Center Community Benefits Agreement [WHN2o2S6X-Q],15,1,5,gemma-4-4b,SPEAKER_00,1089.38,"And this is not just abstract. Recently, I spoke to a McCaskey student who was exploring tech and AI career opportunities"
Press Conference - Data Center Community Benefits Agreement [WHN2o2S6X-Q],53,2,5,gemma-4-4b;phi-4,SPEAKER_00,1988.23,"Yes. I think that, in particular, related to water, the technology exists in which large volumes of water do not need to be used. It's a financial decision. Do not give in. It's really that simple. I mean, we, I have, I am for a few more days still the mayor of the city of Lancaster and have been ad"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",13,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_05,864.44,You mentioned that in the future you might add another ramp and a crosswalk. Is that a future project just because it involves more cost than putting up the signs?
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",14,1,5,qwen3.5-9b-q6,SPEAKER_01,873.44,"Yeah, there's a few complications here. There's a tree at that corner that's very close to the corner that might need some work. There's also a stormwater inlet there. Whenever we're adding ramps, we have to consider when we lower the curb also moving those inlets. So it can add up to be quite a bit"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",27,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_08,1214.26,requester is mr josh novak yes yes um good afternoon i'm josh novak i'm the general manager for the lancaster marriott and lancaster county convention center and before you as the agenda indicated is the renewal um for utilization of the parking spots uh designated parking spots there on east king s
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",36,2,5,gemma-4-4b;phi-4,SPEAKER_05,1484.04,for valet services for sure i would just say somebody who has used a hotel i might not have read it ahead of time that I'm supposed to go in the garage initially until I went and got it doesn't surprise me that even if you're trying to get folks to go
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",38,2,5,ministral-8b;phi-4,SPEAKER_06,1520.61,motion to approve the request for the Lancaster Marriott Penn Square for renewal of their designated parking space on East King Street for hotel
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",42,2,5,gemma-4-4b;phi-4,SPEAKER_07,1587.46,discussion any discussion from the public parking authority supports the request I'm sorry parking
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",45,1,5,gemma-4-4b,SPEAKER_04,1641.0,he was gonna be here tonight and well he looks like a good man to be on this
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",51,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_02,1720.19,the loading zone i think we talked about the fact was going to be a loading zone on lemon street
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",52,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,1731.71,and that is why well i sent you pictures of the loading zone on print street has anybody looked at
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",53,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_02,1740.12,them the the improvements related to the bike facility aren't complete yet there will be delineators that will be put in the area excuse me that became a four lane parking space up there
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",54,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,1758.32,and that's and that was a three today and there's four there right now the fire engine couldn't even turn to get down or tractor and trailer cannot turn at that street right now I've had loading zones for 65 years and all of a sudden we're not using
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",55,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,1784.84,correctly the whole block uses it and I'm paying for it why why was it taken
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",56,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,1797.88,"away? And why is our pushback 20 feet, 9 inches, and on the other side of the street is 14.6?"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",61,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,1948.96,"use a meter. So the loading zones are not, please correct me if I'm wrong, the loading zones are not"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",62,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,1955.82,"for handicapped parking? No, we have one of those. Right, and that was... So we corrected that last time by adding a handicapped space. So I guess here's my challenge. I'm looking at what was in"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",65,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_05,2000.69,request was withdrawn at the meeting and it looks like in the intro there's been a new request that was handled administratively for a handicapped parking spot which has been installed and then another request for a load zone and i see um that the recommendation from summer i believe was to deny it 
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",67,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_04,2042.99,"now. Well, it's to be put in a location that tries to serve as many businesses as possible."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",68,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,2051.2,"There's no business on Lemon Street. There's a lady that does hair, and there's a store. That's the only business that's on Lemon Street."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",72,2,5,gemma-4-4b;phi-4,SPEAKER_09,2075.32,"No, south would be, yes, I guess, if you want to call it south, yeah. So there is even another loading zone space at Lemon and Duke, which is not even used anymore. That's used for going to the funerals and the dentist offices and places like that. That's not loading and unloading either. So you hav"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",75,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_02,2149.95,safest place to get off is right onto the payment so mid-block would be closer to the guild that's
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",77,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_05,2185.98,for it you know it's not like I come to meetings all the time so I don't know
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",79,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_05,2259.11,"If I may, I just want to ask if there's already been a recommendation that a mid-block load zone might be appropriate. Do we need to do this as a commission or?"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",80,1,5,qwen3.5-9b-q6,SPEAKER_04,2271.21,Or just as an administrative clarification.
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",81,1,5,phi-4,SPEAKER_05,2273.45,"Yeah, if that already seems appropriate, then do we need to not do anything?"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",82,2,5,gemma-4-4b;phi-4,SPEAKER_09,2277.11,Why not put it back where it was originally? Can I ask that question?
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",83,1,5,phi-4,SPEAKER_07,2282.92,That's true. May I ask? Let me give you a point of reference that will help you guys.
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",87,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_09,2347.46,"because everybody knows it. The people from out of town, they know it. They go to the Belvedere, the meat guys, the booze guys, you know, they all go there. So it's convenient. Our guys know it. All the postmen, all the drop-off guys to the pickle shop and all that there's all there all that the Kor"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",90,1,5,qwen3.5-9b-q6,SPEAKER_09,2412.44,i mean we've got the people got tickets there sure so had it been had a hold on just a second
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",91,1,5,qwen3.5-9b-q6,SPEAKER_04,2419.64,had it been removed had that loading zone been removed or was it just now it's not enforced
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",93,1,5,gemma-4-4b,SPEAKER_04,2450.28,So the mid-block loading zone was removed?
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",96,1,5,gemma-4-4b,SPEAKER_07,2462.86,"Well, that wasn't the original request, but if you're modifying that request... You've changed the request around. If you want to..."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",99,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,2473.86,The clarification was that the loading zone would be put back behind the handicap zone.
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",101,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_02,2498.14,"And I just want to clarify, the loading zone was in front of MADCAP, not a building character."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",103,1,5,gemma-4-4b,SPEAKER_06,2505.18,I think Marty was paying for that loading zone that's a whole nother
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",105,2,5,ministral-8b;phi-4,SPEAKER_05,2551.01,Would it meet your needs to have a loading zone that's further south than what your initial request was? I understand your initial request was one that's directly south of what's now the handicapped parking spot. And the recommendation was to deny that.
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",107,1,5,phi-4,SPEAKER_05,2571.97,I understand that that's ideal. Okay. Would you accept? Would it meet your needs to have one that's a little bit further south?
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",112,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,2608.4,I would rather bring it back to where it was for 41 years.
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",113,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_03,2613.56,That's not an option at this point.
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",133,1,5,ministral-8b,SPEAKER_09,2860.48,between the traffic commission and the individual there's no emails going back and forth there's no you can't get anybody to talk to you the alder I could never I got Ben accidentally he picked the phone up accidentally to call out and I was on the line I had to tell him that his his mailbox was ful
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",134,1,5,ministral-8b,SPEAKER_02,2907.39,"answer that question here but why why is neither block from this block there's no setbacks. So on North Queen Street. So you're parking within 20 feet of a crosswalk based on the vehicle code. But that's not true because on Chesson Street, there's no setback. Well, it's not, it's not marked everywhe"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",139,1,5,qwen3.5-9b-q8,SPEAKER_03,3045.52,What locations are those?
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",140,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,3047.68,The one at Smiley's Deli that's a loading zone.
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",144,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_09,3061.27,"Yeah, it's no business there. It's closed. It's been closed for two years."
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",145,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_03,3065.91,"Okay, what's the set up?"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",147,2,5,gemma-4-4b;qwen3.5-9b-q6,SPEAKER_04,3090.97,"and she you know her customers like $3,000 a day I mean if you see it's all"
"Traffic Commission March 11, 2025 [r8TO3Zdd1uI]_exclusive",148,1,5,qwen3.5-9b-q6,SPEAKER_09,3101.49,the pictures that I put up there you can see what's happening to that loading
