condition,meeting,block_id,in_baseline,in_condition,speaker,start,word_count,text
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",44,0,1,SPEAKER_03,3293.51,72,the building thank you so much it's it's always nice to hear about opportunities for spaces where people can just exist without the expectation to spend any money because we don't have any of those besides the library and that's why it's so valuable so thank you for that counselors any questions or 
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",47,0,1,SPEAKER_10,3382.93,146,remember we had a little incident last march with uh story hour and i want to say that although it was horrible as we went through it it has brought the staff together the silver lining is we all realized what the mission and vision were and work very hard now to stay within that and to be welcoming
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",54,0,1,SPEAKER_04,3528.79,12,economic development committee did not meet finance committee council royal thank you
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",74,0,1,SPEAKER_00,3957.49,35,no this one should be approved at the next meeting um the the water main financing will be the first reading will be next meeting so that one confusing all the financing ones thank you
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",92,0,1,SPEAKER_03,4511.74,54,very much a question for you uh one first thank you for answering the important question was that is the horse and still the native park there so thank you um and two i guess i did not realize that the facility wasn't already owned by the library so who are the owners currently
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",93,0,1,SPEAKER_08,4526.78,82,if you would not mind disclosing yeah al med bed uh and he uh he has expressed the desire for the library and for horse in both of which are uh have a long history with the the family uh the desire for both the library and uh horse end to continue to be able to have uh those facilities um and the fa
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",100,0,1,SPEAKER_10,4757.08,223,"IN A VARIETY OF WAYS. AGAIN, COMING IN AND USING TECHNOLOGY FOR FREE. WHEN WE WERE IN THE BUILDING THAT WAS ACROSS THE STREET, WE HAD 12 PUBLIC COMPUTERS AND MAYBE IN THE LAST YEAR that we were there there were people one or two people at them immediately upon moving we have 16 that are always alway"
C_size1,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",103,1,0,SPEAKER_10,4903.37,43,I would also say that increase in donor support to if we weren't doing something that they wanted. I don't think we would get the amount of money that we got in the in 2024 for the support of the work we do.
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",11,0,1,SPEAKER_01,1379.67,45,"Free air pump to Yes, there'll be two free air machines on the on the site. That's important. Yeah. They try to get to anywhere they can i don't i think this one has one now it might have two but yeah they'll do two"
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",14,0,1,SPEAKER_05,1432.97,20,that's the one store i can get the good ice at right okay well if we have no further comments
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",19,0,1,SPEAKER_07,1599.42,87,with where this is proceeding yes again um the they were at the shade i will i will speak for terry and say that they actually went to the shade tree commission twice and so they went through once and then they had to go back so um they have they've done their their best to really um to try to meet 
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",22,0,1,SPEAKER_11,1656.28,13,question you did give a timeline the project okay completion maybe okay thank
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",32,0,1,SPEAKER_02,2014.11,31,there's a 18th century building that's part of their project as part of that minor plan does that include making sure that they're maintaining that structure to ensure it doesn't deteriorate
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",33,1,0,SPEAKER_07,2024.85,58,over the two-year period that's a great question i don't think that that is part of the minor plan but it is on their property and so they would i mean as just part of it being your own parcel you would have to you would have to maintain it right so what can the public expect if
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",34,0,1,SPEAKER_09,2047.47,21,it were to come to be that mosaic never builds on the site um i'm not entirely sure they still own
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",35,0,1,SPEAKER_07,2055.31,72,the land and so it would be you know for them to determine what was going to happen with the land because whether or not the mosaic land development goes there willow valley owns the land right and so it it would just be kind of a redetermination they probably my guess is that they would either resu
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",37,0,1,SPEAKER_07,2093.97,42,the minor the minor plan they're in they have to abide by that for the two years and at the end they have to either tell us when they're going to build or provide us with a new plan okay thank you
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",41,1,0,SPEAKER_03,2187.9,83,this is this is just for remembering that the next meeting we will have a public hearing I wasn't sure if how frequently you guys have held public hearings and if you want some guidance on the process for that public hearing because there's different requirements that you would need to meet and beca
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",56,0,1,SPEAKER_13,2631.51,17,opportunity to attend the hearings at city council for other places correct yes and it's also going
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",62,0,1,SPEAKER_02,2749.96,255,I mean as I recall when we were talking about setting up public hearing really wasn't done with the intention that we would actually impact or change the zoning decision I recall it really being that we just needed to learn more about how the decision was made so I don't think there was any disillus
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",65,0,1,SPEAKER_09,3091.54,19,you know we need to find other ways to get at that information i'm also gonna agree with mr
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",67,0,1,SPEAKER_13,3230.02,74,as well um agreed i don't think we need a public hearing but and especially because i think the public may be confused about our role but i do think we should keep it as an agenda item possibly on that october first meeting for having it um still just to allow for it to be part of the conversation a
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",70,0,1,SPEAKER_05,3391.8,66,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you 
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",78,0,1,SPEAKER_02,3671.31,57,it as a body i would i would say just receive in memo form a written summary of the process that was used to make the determination by the zoning officer is that is that like kind of a level because i can appreciate that there needs to be a level of specificity to make our request
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",83,0,1,SPEAKER_05,3992.67,105,reporter and all of this are we able to add um an exception to that that the dates with it that are noted within this memo will be clearly communicated to the public so their opportunity to participate is easy enough for everybody to understand like i want everybody who was here two weeks ago to kno
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",94,0,1,SPEAKER_12,4378.31,86,understand the background information to that decision i want to echo commissioner dastra and maybe request like can we just have a standing agenda item where it's an update on where we're at with updating the zoning code because i feel like we go kind of months without hearing and i think it's real
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",96,1,0,SPEAKER_04,4444.37,17,a timeline perspective and remind me when your proposals are due and when is the decision being
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",98,0,1,SPEAKER_07,4560.23,114,occur I would also add to that that we have residences online that are not filling and so I think that there's also right and so right so but it's kind of like a circular domino effect right because if they're they're not filling so they're not building more it depends on what the builder wants to b
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",99,0,1,SPEAKER_05,4624.22,96,"waiting game yeah and I'll close with one final statement I think it would be great as a group to kind of come back and maybe huddle up I don't know what you want to call it on the comprehensive plan it's just been a while since I I think we've kind of discussed the goals, objectives, and I think ju"
C_size1,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",100,0,1,SPEAKER_12,4654.39,207,"All right, and I also have my final statement. I do, I wanna just, you know, I think it's good that we're holding off on the hearing. I think it's good that we're keeping the data center as an agenda item, and I think we should revisit the idea of requesting a memo. mean i don't think it is i don't "
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",42,1,0,SPEAKER_00,2110.33,208,know if you have anything you want to add yes thank you very very much this is this is to be able to do surface treatment of roadways that are shared by both Madheim Township and the city of Lancaster on Marshall Avenue between Lidditz Pike and and Juliet Avenue it's approximately 82% of the roadway
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",43,0,1,SPEAKER_08,2203.7,159,much now I understand you know when I read the amounts in the resolution I don't think it came up in our conversation this morning but in the resolution it said something to the effect of like the city is paying 82% of that roughly sixty to seventy thousand dollar cost now you just said that that's 
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",59,0,1,SPEAKER_12,3414.85,106,presentation just a question about some of the moves that were made due to staffing levels not being filled such as Department engagement or city program administration and future plans you know these positions are restaffed you know will we go after those dollars to cover you know those positions b
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",64,0,1,SPEAKER_02,3591.11,43,around the 2026 23rd plan wonderful just a quick comment I'll say from voting on this item just because the organization that I work for assets is listed as an organization in the action plans same from voting thank you are there any
D_size5,"City Council Committee Meeting - February 3, 2025 [aHT_ba_YwG8]",65,0,1,SPEAKER_05,3612.06,15,further comments or questions in regards to the funding for the CBD G and housing
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",14,0,1,SPEAKER_05,691.22,34,committee from council council colleagues thank you um i just wanted to thank jessica for wanting to continue to serve on this board it is active and we appreciate her service thank you madam
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",19,0,1,SPEAKER_08,1230.89,1037,Thank You Tina Good afternoon. I'm sorry. Good evening members of council. Thank you for being let me be here tonight to work with you the presentation I handed out to you and is Will look similar for those of you who might have been here about three years ago when the last you know multi-purpose fi
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",28,0,1,SPEAKER_16,2157.1,61,point does that am I saying that accurately enough okay if you can talk a little bit about the budgetary impact in the individual funds and how from a budget from a financial planning and you know for the next five years how are these budgetary impacts also being looked at from a planning side yeah 
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",33,0,1,SPEAKER_09,2332.9,157,question um could perhaps go to either director campbell although um it's just a very general question and it is some of the projects that are listed in this i know are are not maintenance but they're extending the useful life of the assets so they're almost like rehabilitation and not repair so to 
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",36,1,0,SPEAKER_05,2591.29,109,director Stephen Campbell I want to kind of call back to something we've been talking about the last couple of years on council and it relates to what you were just mentioning as far as planning goes but I just could you just talk a little bit about the ways that we have been planning for like these
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",57,1,0,SPEAKER_04,3200.48,15,weren't provided with the specifics just a list and they're asking those documents be destroyed
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",65,1,0,SPEAKER_07,4011.4,490,in kind of two different ways uh the first one is process uh especially since i started i've been working with um various people within the city to make sure that we have a a good effective process for addressing these concerns like when a tree branch comes down or when someone needs to have assista
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",66,1,0,SPEAKER_06,4176.38,95,good way any other question or comment from in regards to replacing some of trees do you have like specific trees that you might have found that they're disease that need removal is there any issues I mean I know one particular one that has not been removed and it's causing especially when the wind 
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",72,1,0,SPEAKER_06,4389.29,69,"Is there any type of metrics or studies or any type of research that shows a particular tree or trees in general that have more susceptibility of becoming disease? I'm sure that there are particular ones, but I'm familiar only with a few trees. I'm not, I have allergies around this season, so trust "
D_size5,"City Council Committee Meeting - March 3, 2025 [qEcut0Mpq30]",108,1,0,SPEAKER_06,5676.86,3,Puerto Rico citizen
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",38,0,1,SPEAKER_14,2316.07,80,question um if it were up to me i would probably you know if i could wave a magic wand me personally i would take uh traffic off of the west grant street portion by market but i do know that some box trucks do go through there every now and then are we OK with the height in light of that. I don't kn
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",53,0,1,SPEAKER_07,3059.2,26,know it's a passionate subject in our community today so the more that we can help invest our resources into organizations like yours I think it's
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",54,0,1,SPEAKER_11,3066.84,48,worth mentioning thank you thank you can I just add to you I believe the total project is about 1.6 million is that is that correct at least that's what my notes are saying so a little bit more is what I'm saying no it is it's actually
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",61,0,1,SPEAKER_05,3249.77,362,"good evening council good evening mayor this is a culmination of a two-year project that I've been working on with the Lancaster County Emergency Management Agency and fellow municipal leaders in emergency management to update the county hazard mitigation plan. The original plan was written in 2019,"
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",62,1,0,SPEAKER_16,3417.3,38,thank you so much i do have a question for you would this be with the grants would that be in addition to the FEMA grants as well or is that all combined so there used to be
D_size5,"City Council Committee Meeting - September 2, 2025 [bNf9xj20-xg]_standard",68,1,0,SPEAKER_05,3552.53,46,contracting with lebanon county and we actually had an incident since they took over that we've that we worked together on it went very seamless we don't see a difference so far but we're looking forward to the future thank you and that concludes my questions
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",5,0,1,SPEAKER_18,1072.88,484,um south queen street good evening good evening good evening to everyone and god bless everyone who is here today i'm uh reverend kevin polite the lead pastor of souls church incorporated of 415 south queen street lancaster city i want to thank you for the opportunity to address the board today in r
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",7,1,0,SPEAKER_20,1311.37,633,so my name is Fabian Martinez a local youth pastor and a children's pastor with souls Church in Lancaster City the southern side of Lancaster City at 415 south queen street first and foremost i want to look at all you guys all of you on the panel and say thank you for all you all you do i've been a 
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",9,1,0,SPEAKER_10,1546.22,265,miss lopez good evening good evening jessica lopez manchester city first let me start by saying hi i hope everyone is having a good evening um i truly do appreciate the echo cause for the for council member diaz to resign and the outcry of accountability excuse you i'm talking Could we please have o
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",11,0,1,SPEAKER_10,1670.43,145,"Folks in the room, please. But where we do need that accountability from her, and yes, from our mayor, and from you, because you had your own issues like everybody else. So, where we do need accountability, let's not get lost in what actually brought us here. An attack on our youth, our black and br"
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",14,0,1,SPEAKER_17,1778.6,108,i just want to remind everybody in the room that we we will have decorum in council chambers it's called the polite council chambers it's named after someone who used to serve in this room but i would also like to think that it it also echoes the respect that we all deserve everyone sitting out here
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",38,0,1,SPEAKER_07,2650.47,479,"good evening good evening everyone hello good evening everyone my name is chandra damal thank Thank you for coming here today. I'm standing here today not just as a support of Janet Diaz, but as someone that knows her through her hard work and her lifelong commitment to this city and its people. Whe"
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",46,1,0,SPEAKER_14,3081.3,41,"Okay. I'll finish it up. Thank you. You are responsible for what you post on social media, so just be aware of that. think you do owe muslim women an apology thank you thank you mr harris our next speaker yes"
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",48,0,1,SPEAKER_13,3114.61,581,good evening thank you first of all i want to thank you council members i realize that you have a tough job some do it better than others some go out of their way some do not last year or the year before i believe it was a year before there was a situation going on in the city school district and i 
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",52,1,0,SPEAKER_12,3511.7,487,evening good evening god bless you all and i hope i'm not insulting you by saying god bless um you see me all like that i just had surgery so i'm really here because i do care um i've been accused of this too because sometimes i say what i need to say and i've spoken to you lots of times and debates
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",54,1,0,SPEAKER_09,3688.04,362,"Good evening. Thank you for giving me this opportunity to speak in front of you, and thank you for all that you do. This is my second or third time here. My apologies. I want to read something. Please do not disturb me. i don't know who you are but don't do that please continue your comments toward "
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",56,0,1,SPEAKER_10,3934.58,156,Jessica Lopez the felon with less felonies than our president huh so let me start by reminding you right that for the last five years I've been here more than every single one of yous in this room so we're user thick today I hope yous are thick in two weeks and I hope you're thick weeks after that b
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",58,1,0,SPEAKER_10,3989.51,218,will have order in the room now this is the problem because comments that she made opened the door for a white man to sit here and tell a black woman to take off her headdress so i'm the problem i'm the problem apparently and not the person who took an oath to stand for every single body not just th
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",71,0,1,SPEAKER_17,4457.75,109,thank you mr dastra uh just to interject really quickly to answer a question i will also agree that this is an unusual situation um the charter which you helped to draft does require two meetings per month so we needed to hold this meeting and also just personally even if it didn't um i would have w
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",74,0,1,SPEAKER_03,4703.6,178,evening hello my name is taylor raymond i live on the 500 block of saint joseph street and i'm here for something not regarding ms diaz at all at previous meetings the administrative resolution 18 i was discussed regarding the disposition of certain police records we were told that it was just the p
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",77,0,1,SPEAKER_11,4807.52,216,it thank you um i understand the pain especially from those in the muslim community who are hurting right now the injustice the discrimination it's real and your anger it's about it's valid but you're angry at the wrong person recently there have been hurtful and entirely false claims made against j
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",79,0,1,SPEAKER_07,4977.55,582,having thank you thank you good evening again um council members community of the members and my family that's here um lately people have been calling these meetings the janet show and i just heard of that some say with laughs some say with frustration but let's talk about what that really means bec
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",82,0,1,SPEAKER_01,5324.27,204,know how many times i have come here and told you guys that we need some upgrading at crystal park it hasn't been done we are going to open up the summer the west crystal volunteers are opening up the summer with mother's day i cannot secure safety in my neighborhood if the sockets are sticking out 
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",86,0,1,SPEAKER_23,5576.14,112,i did follow up with the administration um the mayor uh council president and director campbell uh director campbell did get back to me today and said that um he will get back to me on i did ask what was the status of the tickets um were there any um uh fines that were uh not waived but you know wer
D_size5,"City Council Meeting - April 29, 2025 [5N3AIQLoNPU]_standard",94,1,0,SPEAKER_00,5922.82,160,"In regards to the meeting tonight and what was discussed here, I'm disappointed and I'm frustrated by what I saw, and that's all I'm gonna say, because I think it does come down to whether the individuals of the public respect each other enough to let each other speak. And I am frustrated that that "
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",9,1,0,SPEAKER_27,1031.08,464,my name is brett stanley living in mountainville but working in lancaster at an aerospace lab adjacent to mccaskey i was born here and grew up watching the farms and fields turned into shopping centers and authorized housing developments i was too young and distracted to care to do much about that s
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",19,1,0,SPEAKER_05,1758.07,524,please next speaker is patricia eckman good evening i'm from this lampeter township i've been reading the articles in the lexington newspaper concerning the proposed data centers at greenfield road and harrisburg pike preliminary construction has already begun at the greenfield road site prior to th
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",26,0,1,SPEAKER_24,2401.08,148,and storage they are not warehouses to mayor Sirachi and City Council must work with the public to pass a plan that insulates Lancaster residents from the negative effects of data centers for example price hikes for utilities low water pressure and rolling blackouts three city government must act wi
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",29,1,0,SPEAKER_06,2478.41,155,are you with us this is a conversation that i want to continue to have because there are some of the things that you're demanding that i can't i can't respond to most especially around the public utility commission and the regulation of electricity and so i i hear you on the air quality water use ut
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",39,1,0,SPEAKER_28,2953.36,685,speaker please next speaker is Samuel Pollack good evening hello it's Samuel Pollack from a hundred block of Euclid Avenue behind Regal Cinemas thanks everybody for coming out I'm here to speak about two things it's gonna be the data center and I think the civilian police review board I saw was late
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",41,0,1,SPEAKER_08,3160.88,420,name is Christine Kennedy I live in the first block of Market Street in Lancaster Pennsylvania and I come today to tell a little bit about what I've learned and where I was wrong with some of the comments I made at the prior City council meeting some of those were I've learned that data centers are 
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",48,1,0,SPEAKER_02,3672.96,362,"Next speaker is Frank Arcoglio. Good evening. Arcoglio. Frank Arcoglio, Old Trinity Place. So at the last council meeting, I asked the great Watergate question, which is, what did you know, and when did you know it? Well, I think I've got some answers. The planning commission had no idea. They had t"
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",50,0,1,SPEAKER_29,3850.6,385,uh tony dash's 700 block in new holland avenue so what i signed up to talk about was actually parking um but i'm going to connect these two issues because you have some issues that web out over time the city has a parking issue it depends on how you look at it in what perspective that issue is maybe
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",78,1,0,SPEAKER_11,5131.94,120,highlighting all of those all the pieces that it took to get us to this time I I know I am personally extremely excited for this development on Sunnyside a long dormant area in the city development has been difficult to crack and I am appreciative that this includes an element of preserving the natu
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",79,0,1,SPEAKER_22,5181.02,115,i missed you when i looked that way no worries thank you council president just wanted to make a comment i'm also very excited about this project i had a chance to partake on the hike maybe a few weeks ago a month ago and was very excited for someone who grew up in the southeast i'd never step foot 
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",80,0,1,SPEAKER_27,5212.38,18,comments from the public thank you tony diastra 700 block of new holland avenue i am also looking
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",81,1,0,SPEAKER_29,5227.17,254,forward to this project i think this is going to be a good investment in the environmental values our community is starting to stand behind but i also want to use this as an opportunity to kind of speak to when investment comes in one area we do have to be mindful of what occurs around it there's go
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",107,0,1,SPEAKER_18,6144.36,359,comments for this Alexander King 600 block of North Shippen so kind of to play up Tony Dastro's comments I'd like to say parking management in the city is an unmitigated disaster it seems to be a sort of grassroots sort of thing which seems to be the dumbest way to plan anything I've lived in a lot 
D_size5,"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_standard",110,0,1,SPEAKER_06,6390.44,673,thank you council president i i want to just echo what we have heard at the last couple council meetings and in conversations that i've been having in the community related to the data centers and just to reaffirm that we hear your concerns about water utilization air quality noise the permitting th
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",9,0,1,SPEAKER_04,815.41,66,to thank you for making this motion i think as many folks are probably here tonight for i think it's probably long overdue that we start considering um our zoning and what does it mean and how does it reflect the community that we want to build here so i'm looking forward to hearing the recommendati
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",14,0,1,SPEAKER_08,941.12,4,That's all I have.
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",28,1,0,SPEAKER_05,1767.62,605,uh emma burgess 600 block of vine street um so before i start i would like to make it clear council that i know you don't regulate electric utilities my three minutes today only serve to highlight the impacts of building this data center and to further reinforce the urgency of our demands if i could
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",42,1,0,SPEAKER_03,2468.35,211,come across as very polished i'm changing some of my comment on the fly here based on what was said earlier i feel a mixture of emotion tonight i was angered by the lack of transparency around the ai data center center but on the other hand i'm heartened to see that council is considering looking at
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",47,0,1,SPEAKER_18,2692.96,490,"Good evening, first and only block of Wise Ave. I had some I changed up what I had said a little bit because of the things that you had spoke about earlier. So thank you for addressing the need for dialogue and starting the meeting that way. Our communities are thriving, diverse and deeply community"
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",68,0,1,SPEAKER_20,4249.42,282,good evening adjust that as needed uh brett stanley i live in mountville but i work in lancaster i spoke last last last meeting i've been here for all of them um i spoke on job creation and lack thereof possibly with the work in creating you know catalysts for the data centers sw at my employer in w
D_size5,"City Council Meeting - August 26, 2025 [WImQYrQa0EM]",71,0,1,SPEAKER_09,4567.32,103,outside the city on the columbia app um i just wanted to request the council's help in pressuring the zoning officer and the mayor and showing up to any of the hearing hearings that are being proposed as i've heard from other sources the zoning officer has no interest in showing up to those and answ
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",43,0,1,SPEAKER_04,1210.02,126,through this resolution during our last finance committee meeting we are amending the city of lancaster supplemental pension plan to reflect the correct amount of matching contribution for police officers hired on or after january 1 of 2011. the plan currently incorrectly states that this is a 25 th
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",49,0,1,SPEAKER_04,1318.33,124,is a resolution that is brought before council on an annual basis it is done because the city tracks water and sewers sewer usage as city properties mostly to detect leaks or unusual usage we don't bill ourselves for this usage the charges are exonerated annually to clear them from the financial acc
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",55,1,0,SPEAKER_06,1522.2,319,miss geyser do you have anything to add yes thank you thanks for the summary uh the lengthy summary of our long amendments um this evening i just wanted to uh highlight two things um that we are recommending these changes presuming that we will get the 2025 cdbg funding for the city however with the
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",63,1,0,SPEAKER_08,1834.58,14,um you want to reassess and make changes for what for what you're reassessing
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",65,0,1,SPEAKER_08,1859.33,39,this measure yeah but you're turning it in you're you're also really doing the annual action plan right you're taking all that into consideration without so meaning that there is funds available for housing and that's what these fun
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",66,0,1,SPEAKER_06,1878.76,45,and and we are reallocating unspent funds from staffing vacancies over the past four years into affordable housing and lead hazard control and critical repair projects so they're getting more money the affordable housing and critical repair projects are receiving more funding out of administrative
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",67,0,1,SPEAKER_09,1901.68,14,costs and into the actual affordable housing yes so my point very quickly was
D_size5,"City Council Meeting - February 11, 2025 [JJbmuzCmd6s]_standard",77,0,1,SPEAKER_01,2097.74,51,"Yes, pretty much the same thing. It's just entering into an agreement with Railway Auditing and Management Services in this case as opposed to Norfolk Southern, which is previous resolution. um yeah just paying the permit fee to allow right of uh use to um replace or to conduct work there"
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",22,0,1,SPEAKER_24,2606.54,566,is abby haney good evening good evening my name is abby haney i live on the 600 block of east madison street and i am like so many others here about the ai data centers i have some major concerns um so i want to talk a little bit about electrical usage but so many of you have already made really gre
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",74,0,1,SPEAKER_26,7307.76,121,there as well thank you for that context that's exactly the kind of kind of connection i was hoping to make with that question and then my second question is um the last line on the first uh slide the last one on the list annual escrow special and emergency improvements so obviously we have to put s
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",84,1,0,SPEAKER_26,7763.36,16,are things that get delayed thank you so now I'd like to talk about our water
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",93,1,0,SPEAKER_07,8785.04,25,plan specifically good evening good evening Taylor Raymond 500 block of st. Joseph Street is this presentation going to be available on the website that's
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",112,0,1,SPEAKER_04,9520.64,592,i'm from the 100 block of north mary and i didn't initially come to see all of the capital plan but i'm glad i did because a lot of it was actually really interesting and helpful and there also are parts of that that i think apply to the data center one of which is spending four hundred thousand dol
